"source_image","candidate_image","phash_distance","dhash_distance","edge_distance","visual_distance","orb_keypoints_source","orb_keypoints_candidate","orb_good_matches","orb_inlier_matches","orb_score","combined_score","match_band"
"C:\Users\ron\Documents\project\images\fig_246.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","20","24","30","23.5","2094","2453","13","7","0.00334","76.83429","weak"
"C:\Users\ron\Documents\project\images\fig_034.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","18","20","38","23.5","1904","2500","17","6","0.00315","76.81513","weak"
"C:\Users\ron\Documents\project\images\fig_073.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.2.png","24","19","27","23.5","1388","2500","4","4","0.00288","76.78818","weak"
"C:\Users\ron\Documents\project\images\fig_035.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.3.png","22","20","29","23.25","2118","2498","3","0","0.0","76.75","weak"
"C:\Users\ron\Documents\project\images\fig_190.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","24","10","35","23.25","1325","2500","3","0","0.0","76.75","weak"
"C:\Users\ron\Documents\project\images\fig_212.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1917.38.2.png","16","27","36","23.75","1998","1600","22","8","0.005","76.75","weak"
"C:\Users\ron\Documents\project\images\fig_343.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1988.11.2_1.png","20","23","32","23.75","2500","806","14","4","0.00496","76.74628","weak"
"C:\Users\ron\Documents\project\images\fig_289.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","26","22","20","23.5","2139","2500","10","5","0.00234","76.73375","weak"
"C:\Users\ron\Documents\project\images\fig_027.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","24","26","23.5","2384","1924","8","4","0.00208","76.7079","weak"
"C:\Users\ron\Documents\project\images\fig_009.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.6.png","18","15","43","23.5","1977","2128","9","4","0.00202","76.70233","weak"
"C:\Users\ron\Documents\project\images\fig_112h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","20","16","38","23.5","2500","1985","14","4","0.00202","76.70151","weak"
"C:\Users\ron\Documents\project\images\fig_360h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1965.9.1.png","26","15","27","23.5","2500","2500","10","5","0.002","76.7","weak"
"C:\Users\ron\Documents\project\images\fig_016.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.26.png","22","25","25","23.5","2144","2500","6","4","0.00187","76.68657","weak"
"C:\Users\ron\Documents\project\images\fig_281.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","22","18","32","23.5","2329","2500","4","4","0.00172","76.67175","weak"
"C:\Users\ron\Documents\project\images\fig_326h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","22","10","40","23.5","2374","2500","11","4","0.00168","76.66849","weak"
"C:\Users\ron\Documents\project\images\fig_276.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","20","22","32","23.5","2385","2453","4","4","0.00168","76.66771","weak"
"C:\Users\ron\Documents\project\images\fig_255.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","28","13","25","23.5","2430","2500","6","4","0.00165","76.66461","weak"
"C:\Users\ron\Documents\project\images\fig_004.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1917.2.13.png","24","19","27","23.5","2460","2500","15","4","0.00163","76.6626","weak"
"C:\Users\ron\Documents\project\images\fig_200.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","22","20","31","23.75","1630","2382","11","6","0.00368","76.6181","weak"
"C:\Users\ron\Documents\project\images\fig_171.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","24","14","34","24.0","1196","2382","30","7","0.00585","76.58528","weak"
"C:\Users\ron\Documents\project\images\fig_298h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.8.png","22","22","29","23.75","2102","2500","14","7","0.00333","76.58302","weak"
"C:\Users\ron\Documents\project\images\fig_126h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.61.1.png","22","19","31","23.5","2500","2162","12","1","0.00046","76.54625","weak"
"C:\Users\ron\Documents\project\images\fig_135h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_1.png","22","28","23","23.75","2093","2500","11","6","0.00287","76.53667","weak"
"C:\Users\ron\Documents\project\images\fig_390.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","28","14","25","23.75","1482","2500","4","4","0.0027","76.51991","weak"
"C:\Users\ron\Documents\project\images\fig_043h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","20","22","33","23.75","2500","1985","13","5","0.00252","76.50189","weak"
"C:\Users\ron\Documents\project\images\fig_326.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","22","10","40","23.5","1362","2500","5","0","0.0","76.5","weak"
"C:\Users\ron\Documents\project\images\fig_387.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","20","25","29","23.5","2032","1924","3","0","0.0","76.5","weak"
"C:\Users\ron\Documents\project\images\fig_356h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","14","33","23.75","2444","2500","14","6","0.00245","76.4955","weak"
"C:\Users\ron\Documents\project\images\fig_272.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","22","23","28","23.75","1876","2111","6","4","0.00213","76.46322","weak"
"C:\Users\ron\Documents\project\images\fig_376h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","17","30","23.75","1894","2500","7","4","0.00211","76.46119","weak"
"C:\Users\ron\Documents\project\images\fig_389h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.22.png","24","20","27","23.75","2500","2500","10","5","0.002","76.45","weak"
"C:\Users\ron\Documents\project\images\fig_051h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.37.png","26","20","30","25.5","2469","359","18","7","0.0195","76.44986","weak"
"C:\Users\ron\Documents\project\images\fig_291.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.7.png","20","20","36","24.0","2328","1179","13","5","0.00424","76.42409","weak"
"C:\Users\ron\Documents\project\images\fig_118.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","26","25","18","23.75","2353","2500","10","4","0.0017","76.42","weak"
"C:\Users\ron\Documents\project\images\fig_389.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.22.png","24","20","27","23.75","2441","2500","7","4","0.00164","76.41387","weak"
"C:\Users\ron\Documents\project\images\fig_016h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.26.png","22","25","26","23.75","2500","2500","12","4","0.0016","76.41","weak"
"C:\Users\ron\Documents\project\images\fig_390h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","28","14","25","23.75","2500","2500","8","4","0.0016","76.41","weak"
"C:\Users\ron\Documents\project\images\fig_183h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","26","15","31","24.5","1706","1004","15","9","0.00896","76.39641","weak"
"C:\Users\ron\Documents\project\images\fig_380h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.19.png","22","26","26","24.0","1140","1240","4","4","0.00351","76.35088","weak"
"C:\Users\ron\Documents\project\images\fig_254h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","22","20","31","23.75","2500","1985","18","2","0.00101","76.35076","weak"
"C:\Users\ron\Documents\project\images\fig_004h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","22","26","25","23.75","2500","2500","11","2","0.0008","76.33","weak"
"C:\Users\ron\Documents\project\images\fig_245.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","24","30","24.5","643","2473","7","5","0.00778","76.2776","weak"
"C:\Users\ron\Documents\project\images\fig_010h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.3.png","20","20","35","23.75","2500","2498","5","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_017.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_1.png","26","25","18","23.75","2330","2500","1","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_103.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","18","33","26","23.75","0","1536","0","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_167.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_1.png","24","21","26","23.75","2005","2500","1","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_167h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_1.png","24","20","27","23.75","2500","2500","2","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_237.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","22","29","23.75","2255","1924","3","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_295.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.1.png","20","19","36","23.75","1421","2500","2","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_356.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","14","33","23.75","1860","2500","6","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_376.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","17","30","23.75","382","2500","1","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_380.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.19.png","22","26","25","23.75","52","1240","0","0","0.0","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_181.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.1.png","22","26","29","24.75","2310","400","9","4","0.01","76.25","weak"
"C:\Users\ron\Documents\project\images\fig_306.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.10.png","30","17","19","24.0","1649","2203","4","4","0.00243","76.24257","weak"
"C:\Users\ron\Documents\project\images\fig_237h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","22","30","24.0","2500","1924","9","4","0.00208","76.2079","weak"
"C:\Users\ron\Documents\project\images\fig_043.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","20","22","34","24.0","2470","1985","10","4","0.00202","76.20151","weak"
"C:\Users\ron\Documents\project\images\fig_014h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","20","22","34","24.0","2500","2500","10","5","0.002","76.2","weak"
"C:\Users\ron\Documents\project\images\fig_053.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","28","16","24","24.0","2352","1004","12","2","0.00199","76.1992","weak"
"C:\Users\ron\Documents\project\images\fig_121.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.1.png","24","12","36","24.0","2248","2500","6","4","0.00178","76.17794","weak"
"C:\Users\ron\Documents\project\images\fig_291h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.7.png","20","20","37","24.25","2500","1179","16","5","0.00424","76.17409","weak"
"C:\Users\ron\Documents\project\images\fig_181h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.4.png","20","30","26","24.0","2500","2433","11","4","0.00164","76.16441","weak"
"C:\Users\ron\Documents\project\images\fig_348.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.3.png","18","26","34","24.0","2450","2498","7","4","0.00163","76.16327","weak"
"C:\Users\ron\Documents\project\images\fig_121h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","16","26","38","24.0","2500","2500","4","4","0.0016","76.16","weak"
"C:\Users\ron\Documents\project\images\fig_128h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","26","25","19","24.0","2500","2500","11","4","0.0016","76.16","weak"
"C:\Users\ron\Documents\project\images\fig_281h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","22","18","34","24.0","2500","2500","8","4","0.0016","76.16","weak"
"C:\Users\ron\Documents\project\images\fig_103h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","18","32","30","24.5","631","1536","4","4","0.00634","76.13391","weak"
"C:\Users\ron\Documents\project\images\fig_053h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","28","16","26","24.5","2500","1004","14","6","0.00598","76.09761","weak"
"C:\Users\ron\Documents\project\images\fig_151h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","22","22","31","24.25","2478","1746","15","6","0.00344","76.09364","weak"
"C:\Users\ron\Documents\project\images\fig_382.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.39.png","20","28","30","24.5","716","2500","6","4","0.00559","76.05866","weak"
"C:\Users\ron\Documents\project\images\fig_151.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","22","22","31","24.25","1638","1746","11","5","0.00305","76.05525","weak"
"C:\Users\ron\Documents\project\images\fig_342.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.20.png","24","19","30","24.25","1982","1336","9","4","0.00299","76.0494","weak"
"C:\Users\ron\Documents\project\images\fig_342h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.20.png","24","19","30","24.25","2492","1336","7","4","0.00299","76.0494","weak"
"C:\Users\ron\Documents\project\images\fig_113.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","26","31","24.25","2256","2111","13","6","0.00284","76.03423","weak"
"C:\Users\ron\Documents\project\images\fig_262.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","20","33","24.25","2304","2473","16","6","0.0026","76.01042","weak"
"C:\Users\ron\Documents\project\images\fig_345h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","18","35","24.25","2392","1924","12","5","0.0026","76.00988","weak"
"C:\Users\ron\Documents\project\images\fig_338h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","24","20","29","24.25","1583","2382","6","4","0.00253","76.00268","weak"
"C:\Users\ron\Documents\project\images\fig_176h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.1.png","20","20","36","24.0","2447","2052","5","0","0.0","76.0","weak"
"C:\Users\ron\Documents\project\images\fig_210.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","24","21","27","24.0","101","2500","0","0","0.0","76.0","weak"
"C:\Users\ron\Documents\project\images\fig_338.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","24","20","28","24.0","395","2382","1","0","0.0","76.0","weak"
"C:\Users\ron\Documents\project\images\fig_066.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1988.11.2_1.png","28","13","30","24.75","2357","806","17","6","0.00744","75.99442","weak"
"C:\Users\ron\Documents\project\images\fig_137.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.25.png","22","23","31","24.5","1581","2302","12","7","0.00443","75.94276","weak"
"C:\Users\ron\Documents\project\images\fig_247.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.7.png","22","17","36","24.25","2110","2500","9","4","0.0019","75.93957","weak"
"C:\Users\ron\Documents\project\images\fig_272h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","22","23","30","24.25","2500","2111","10","4","0.00189","75.93948","weak"
"C:\Users\ron\Documents\project\images\fig_086.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.61.1.png","24","18","31","24.25","2477","2162","9","4","0.00185","75.93501","weak"
"C:\Users\ron\Documents\project\images\fig_180h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","24","23","29","25.0","2500","749","15","7","0.00935","75.93458","weak"
"C:\Users\ron\Documents\project\images\fig_306h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.10.png","30","17","20","24.25","2500","2203","4","4","0.00182","75.93157","weak"
"C:\Users\ron\Documents\project\images\fig_198h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.3.png","20","27","30","24.25","2316","2500","8","4","0.00173","75.92271","weak"
"C:\Users\ron\Documents\project\images\fig_027h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","20","26","31","24.25","2500","2453","10","4","0.00163","75.91307","weak"
"C:\Users\ron\Documents\project\images\fig_124.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.2.png","22","25","28","24.25","2500","2500","4","4","0.0016","75.91","weak"
"C:\Users\ron\Documents\project\images\fig_227.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.61.1.png","20","29","28","24.25","1362","2162","11","2","0.00147","75.89684","weak"
"C:\Users\ron\Documents\project\images\fig_066h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1988.11.2_1.png","28","13","30","24.75","2500","806","16","5","0.0062","75.87035","weak"
"C:\Users\ron\Documents\project\images\fig_179h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.5.png","26","18","27","24.25","2500","2500","10","3","0.0012","75.87","weak"
"C:\Users\ron\Documents\project\images\fig_001h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","20","33","24.25","2500","2473","14","2","0.00081","75.83087","weak"
"C:\Users\ron\Documents\project\images\fig_247h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.26.png","18","32","29","24.25","2500","2500","12","2","0.0008","75.83","weak"
"C:\Users\ron\Documents\project\images\fig_229.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.28.png","20","28","33","25.25","2063","2386","47","22","0.01066","75.81641","weak"
"C:\Users\ron\Documents\project\images\fig_183.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","26","15","32","24.75","712","1004","6","4","0.00562","75.8118","weak"
"C:\Users\ron\Documents\project\images\fig_115.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.21.png","26","22","24","24.5","1751","2500","16","5","0.00286","75.78555","weak"
"C:\Users\ron\Documents\project\images\fig_098.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.7.png","22","25","28","24.25","1674","2496","3","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_214.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1932.88.864_1.png","24","21","28","24.25","0","1616","0","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_262h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","24","15","34","24.25","2500","2500","2","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_284.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","26","19","24.25","383","2473","2","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_307h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","22","12","41","24.25","2394","2500","3","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_333.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","24","20","29","24.25","2141","2500","5","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_346.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","26","27","24.25","2407","2473","1","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_352.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.1_3.png","22","22","31","24.25","762","2500","3","0","0.0","75.75","weak"
"C:\Users\ron\Documents\project\images\fig_126.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.61.1.png","22","19","35","24.5","2463","2162","13","5","0.00231","75.73127","weak"
