"source_image","candidate_image","phash_distance","dhash_distance","edge_distance","visual_distance","orb_keypoints_source","orb_keypoints_candidate","orb_good_matches","orb_inlier_matches","orb_score","combined_score","match_band"
"C:\Users\ron\Documents\project\images\fig_299.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","24","28","28","26.0","2158","749","17","5","0.00668","74.66756","weak"
"C:\Users\ron\Documents\project\images\fig_041.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","20","24","38","25.5","2397","2500","4","4","0.00167","74.66688","weak"
"C:\Users\ron\Documents\project\images\fig_092h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.7.png","22","22","36","25.5","2500","2496","10","4","0.0016","74.66026","weak"
"C:\Users\ron\Documents\project\images\fig_358.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.2.png","24","25","29","25.5","2318","2465","11","3","0.00129","74.62942","weak"
"C:\Users\ron\Documents\project\images\fig_293h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.22.png","24","20","35","25.75","2500","1988","21","7","0.00352","74.60211","weak"
"C:\Users\ron\Documents\project\images\fig_049.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1980.19.1.png","24","31","24","25.75","1735","2497","15","6","0.00346","74.59582","weak"
"C:\Users\ron\Documents\project\images\fig_363.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","28","29","21","26.5","1915","749","20","8","0.01068","74.56809","weak"
"C:\Users\ron\Documents\project\images\fig_249h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","28","21","26","25.75","2018","1536","10","4","0.0026","74.51042","weak"
"C:\Users\ron\Documents\project\images\fig_317.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","22","20","38","25.5","2452","2500","2","0","0.0","74.5","weak"
"C:\Users\ron\Documents\project\images\fig_302.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.1_3.png","26","27","25","26.0","1221","2500","15","6","0.00491","74.4914","weak"
"C:\Users\ron\Documents\project\images\fig_082.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","29","26","25.75","1775","2453","6","4","0.00225","74.47535","weak"
"C:\Users\ron\Documents\project\images\fig_384.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","28","24","23","25.75","1855","2500","4","4","0.00216","74.46563","weak"
"C:\Users\ron\Documents\project\images\fig_139.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","24","21","34","25.75","2382","2500","13","5","0.0021","74.45991","weak"
"C:\Users\ron\Documents\project\images\fig_265.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","20","31","32","25.75","1931","2473","10","4","0.00207","74.45715","weak"
"C:\Users\ron\Documents\project\images\fig_188.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.54.2.png","20","27","37","26.0","1809","1095","13","5","0.00457","74.45662","weak"
"C:\Users\ron\Documents\project\images\fig_130h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","20","23","40","25.75","2500","2500","11","5","0.002","74.45","weak"
"C:\Users\ron\Documents\project\images\fig_088.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","26","25.75","2069","2453","5","4","0.00193","74.44333","weak"
"C:\Users\ron\Documents\project\images\fig_018h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","23","40","25.75","2499","2111","7","4","0.00189","74.43948","weak"
"C:\Users\ron\Documents\project\images\fig_217.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","21","34","25.75","2303","2500","9","4","0.00174","74.42369","weak"
"C:\Users\ron\Documents\project\images\fig_082h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","29","26","25.75","2500","2453","6","4","0.00163","74.41307","weak"
"C:\Users\ron\Documents\project\images\fig_031h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","24","26","29","25.75","2500","2500","7","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_064h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","23","32","25.75","2500","2500","4","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_139h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","24","21","34","25.75","2500","2500","12","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_324h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","22","26","33","25.75","2500","2500","10","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\zill_t072.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","24","28","28","26.0","2500","2500","20","10","0.004","74.4","weak"
"C:\Users\ron\Documents\project\images\fig_232h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","26","22","32","26.5","2500","1004","24","9","0.00896","74.39641","weak"
"C:\Users\ron\Documents\project\images\fig_257h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.37.png","22","27","36","26.75","1225","359","9","4","0.01114","74.36421","weak"
"C:\Users\ron\Documents\project\images\fig_192h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","26","23","29","26.0","2027","2382","7","6","0.00296","74.296","weak"
"C:\Users\ron\Documents\project\images\fig_244.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.3.png","26","25","29","26.5","511","2500","4","4","0.00783","74.28278","weak"
"C:\Users\ron\Documents\project\images\fig_060.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","24","18","37","25.75","2371","2500","5","0","0.0","74.25","weak"
"C:\Users\ron\Documents\project\images\fig_122h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","28","23","25","26.0","2500","2500","11","6","0.0024","74.24","weak"
"C:\Users\ron\Documents\project\images\fig_392.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1995.1.2.png","26","21","31","26.0","1966","2412","6","4","0.00203","74.20346","weak"
"C:\Users\ron\Documents\project\images\fig_153h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","24","25","31","26.0","2500","2473","18","5","0.00202","74.20218","weak"
"C:\Users\ron\Documents\project\images\fig_094.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","27","29","26.0","1983","2500","4","4","0.00202","74.20171","weak"
"C:\Users\ron\Documents\project\images\fig_153.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","22","29","31","26.0","2308","1985","10","4","0.00202","74.20151","weak"
"C:\Users\ron\Documents\project\images\fig_113h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","25","39","26.0","2500","2111","12","4","0.00189","74.18948","weak"
"C:\Users\ron\Documents\project\images\fig_031.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","25","27","26.0","2257","2473","6","4","0.00177","74.17723","weak"
"C:\Users\ron\Documents\project\images\fig_019.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.124.png","26","22","30","26.0","2292","2500","6","4","0.00175","74.17452","weak"
"C:\Users\ron\Documents\project\images\fig_084h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","27","29","26.0","2500","2453","8","4","0.00163","74.16307","weak"
"C:\Users\ron\Documents\project\images\fig_011h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","19","33","26.0","2500","2473","5","4","0.00162","74.16175","weak"
"C:\Users\ron\Documents\project\images\fig_060h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","24","18","38","26.0","2500","2500","8","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_076h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.1_1.png","24","26","30","26.0","2500","2500","8","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_232.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.7.png","22","22","38","26.0","2500","2500","13","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_372h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.35.png","24","21","35","26.0","2500","2500","10","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_231.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.117.png","24","20","37","26.25","2155","2500","11","8","0.00371","74.12123","weak"
"C:\Users\ron\Documents\project\images\fig_215h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","20","28","37","26.25","1807","2500","21","6","0.00332","74.08204","weak"
"C:\Users\ron\Documents\project\images\fig_088h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","27","26.0","2500","2453","12","2","0.00082","74.08153","weak"
"C:\Users\ron\Documents\project\images\fig_056.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","27","34","26.25","2364","1536","11","5","0.00326","74.07552","weak"
"C:\Users\ron\Documents\project\images\fig_110.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.6.png","22","33","30","26.75","490","2128","6","4","0.00816","74.06633","weak"
"C:\Users\ron\Documents\project\images\fig_374h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","26","25","28","26.25","2500","2500","16","7","0.0028","74.03","weak"
"C:\Users\ron\Documents\project\images\fig_284h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","26","27","26.25","1931","2473","8","5","0.00259","74.00893","weak"
"C:\Users\ron\Documents\project\images\fig_076.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.1_1.png","24","26","30","26.0","2363","2500","3","0","0.0","74.0","weak"
"C:\Users\ron\Documents\project\images\fig_172.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1917.2.13.png","20","27","37","26.0","1925","2500","5","0","0.0","74.0","weak"
"C:\Users\ron\Documents\project\images\fig_386h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.2.png","26","23","30","26.25","1664","2500","6","4","0.0024","73.99038","weak"
"C:\Users\ron\Documents\project\images\fig_223.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1923.2.1.png","28","18","32","26.5","1923","1430","21","7","0.0049","73.98951","weak"
"C:\Users\ron\Documents\project\images\fig_231h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.117.png","24","20","37","26.25","2500","2500","7","5","0.002","73.95","weak"
"C:\Users\ron\Documents\project\images\fig_235h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","22","20","41","26.25","2500","2500","13","5","0.002","73.95","weak"
"C:\Users\ron\Documents\project\images\fig_302h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.1.png","24","26","31","26.25","2358","2500","7","4","0.0017","73.91964","weak"
"C:\Users\ron\Documents\project\images\fig_350.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.3.png","26","22","32","26.5","1630","2224","12","5","0.00307","73.80675","weak"
"C:\Users\ron\Documents\project\images\fig_217h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","21","37","26.5","2500","2500","12","7","0.0028","73.78","weak"
"C:\Users\ron\Documents\project\images\fig_084.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","27","30","26.25","2271","2453","9","0","0.0","73.75","weak"
"C:\Users\ron\Documents\project\images\fig_374.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","26","25","29","26.5","2041","2500","10","5","0.00245","73.74498","weak"
"C:\Users\ron\Documents\project\images\fig_350h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.3.png","26","22","32","26.5","2488","2224","11","5","0.00225","73.72482","weak"
"C:\Users\ron\Documents\project\images\fig_011.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","19","35","26.5","2103","2473","6","4","0.0019","73.6902","weak"
"C:\Users\ron\Documents\project\images\fig_100.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","26","19","35","26.5","2162","2500","7","4","0.00185","73.68501","weak"
"C:\Users\ron\Documents\project\images\fig_096h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.35.png","24","25","34","26.75","2500","1189","10","5","0.00421","73.67052","weak"
"C:\Users\ron\Documents\project\images\fig_141.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","28","32","18","26.5","2389","2500","4","4","0.00167","73.66743","weak"
"C:\Users\ron\Documents\project\images\fig_141h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","28","32","18","26.5","2500","2500","5","4","0.0016","73.66","weak"
"C:\Users\ron\Documents\project\images\fig_222.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","22","25","38","26.75","1531","2500","11","5","0.00327","73.57658","weak"
"C:\Users\ron\Documents\project\images\fig_147.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","28","20","31","26.75","1653","1536","10","5","0.00326","73.57552","weak"
"C:\Users\ron\Documents\project\images\fig_110h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.3.png","26","28","27","26.75","2038","2500","19","6","0.00294","73.54441","weak"
"C:\Users\ron\Documents\project\images\fig_299h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","24","29","31","27.0","2500","749","20","4","0.00534","73.53405","weak"
"C:\Users\ron\Documents\project\images\fig_369.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.36.png","24","28","31","26.75","2385","2430","11","6","0.00252","73.50157","weak"
"C:\Users\ron\Documents\project\images\fig_019h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.124.png","26","22","32","26.5","2500","2500","3","0","0.0","73.5","weak"
"C:\Users\ron\Documents\project\images\fig_122.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","22","24","38","26.5","2377","2500","3","0","0.0","73.5","weak"
"C:\Users\ron\Documents\project\images\fig_119.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.7.png","24","24","35","26.75","2107","2500","8","5","0.00237","73.4873","weak"
"C:\Users\ron\Documents\project\images\fig_196h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","28","24","28","27.0","1606","1746","6","5","0.00311","73.31133","weak"
"C:\Users\ron\Documents\project\images\fig_178h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","28","35","26.75","1588","1536","5","0","0.0","73.25","weak"
"C:\Users\ron\Documents\project\images\fig_258h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1938.34.94_1.png","28","25","27","27.0","2500","2240","13","5","0.00223","73.22321","weak"
"C:\Users\ron\Documents\project\images\fig_265h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","30","34","27.0","2500","2473","10","4","0.00162","73.16175","weak"
"C:\Users\ron\Documents\project\images\fig_100h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","26","19","37","27.0","2500","2500","6","4","0.0016","73.16","weak"
"C:\Users\ron\Documents\project\images\fig_119h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","24","24","36","27.0","2500","2500","6","4","0.0016","73.16","weak"
"C:\Users\ron\Documents\project\images\fig_182.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","24","26","35","27.25","2264","1536","6","4","0.0026","73.01042","weak"
"C:\Users\ron\Documents\project\images\fig_096.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.35.png","24","25","35","27.0","1962","1189","2","0","0.0","73.0","weak"
"C:\Users\ron\Documents\project\images\fig_174.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.2.png","28","22","31","27.25","1827","2320","6","4","0.00219","72.96894","weak"
"C:\Users\ron\Documents\project\images\fig_268.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.4.png","26","28","29","27.25","2021","2433","9","4","0.00198","72.94792","weak"
"C:\Users\ron\Documents\project\images\fig_369h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.36.png","24","28","33","27.25","2500","2430","8","4","0.00165","72.91461","weak"
"C:\Users\ron\Documents\project\images\fig_094h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","27","34","27.25","2500","2500","9","4","0.0016","72.91","weak"
"C:\Users\ron\Documents\project\images\fig_079.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","26","33","27","28.0","2271","749","13","6","0.00801","72.80107","weak"
"C:\Users\ron\Documents\project\images\fig_182h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","24","26","36","27.5","2500","1536","6","4","0.0026","72.76042","weak"
"C:\Users\ron\Documents\project\images\fig_058.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","24","26","35","27.25","2165","1746","3","0","0.0","72.75","weak"
"C:\Users\ron\Documents\project\images\fig_058h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","24","26","36","27.5","2500","1746","6","4","0.00229","72.7291","weak"
"C:\Users\ron\Documents\project\images\fig_258.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1898.26.1.1.png","26","31","27","27.5","2357","2400","5","4","0.0017","72.66971","weak"
"C:\Users\ron\Documents\project\images\fig_320h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1938.34.94_1.png","24","23","41","28.0","2500","2240","31","12","0.00536","72.53571","weak"
"C:\Users\ron\Documents\project\images\fig_079h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.1.png","24","30","33","27.75","2500","2500","20","7","0.0028","72.53","weak"
"C:\Users\ron\Documents\project\images\fig_196.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1902.52.1_1.png","28","24","30","27.5","80","1746","0","0","0.0","72.5","weak"
"C:\Users\ron\Documents\project\images\fig_268h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.4.png","26","28","31","27.75","2500","2433","16","2","0.00082","72.3322","weak"
"C:\Users\ron\Documents\project\images\fig_320.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1938.34.94_1.png","24","23","41","28.0","2390","2240","20","7","0.00313","72.3125","weak"
"C:\Users\ron\Documents\project\images\fig_277.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","28","22","33","27.75","2404","2500","3","0","0.0","72.25","weak"
"C:\Users\ron\Documents\project\images\fig_277h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","28","22","34","28.0","2500","2500","9","5","0.002","72.2","weak"
"C:\Users\ron\Documents\project\images\fig_132.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","28","22","34","28.0","2080","2500","6","4","0.00192","72.19231","weak"
"C:\Users\ron\Documents\project\images\fig_062.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","28","32","28.0","2453","2453","4","4","0.00163","72.16307","weak"
"C:\Users\ron\Documents\project\images\fig_062h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","28","21","35","28.0","2500","2500","7","4","0.0016","72.16","weak"
"C:\Users\ron\Documents\project\images\fig_132h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","28","26","31","28.25","2500","2500","3","0","0.0","71.75","weak"
"C:\Users\ron\Documents\project\images\fig_219h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1923.2.1.png","34","22","27","29.25","2500","1430","26","8","0.00559","71.30944","weak"
"C:\Users\ron\Documents\project\images\fig_219.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","28","27","33","29.0","2324","2500","14","6","0.00258","71.25818","weak"
